ISBN,name,one_star_count,two_star_count,three_star_count,four_star_count,five_star_count,average_rating
9786052988824,Cennet Mahkumu - Unutulmuş Kitaplar Mezarlığı 3,461,3027,19039,43297,16402,4.02
9789750743436,Şer Saati,315,1274,4040,3453,40315,4.13
9789750751042,Toprakyiyen,339,1575,5281,6124,1470,3.43
9789750755446,Nehir Kıyısı Kadınları,10,34,95,96,3125,3.62
9789750756528,Yaban Muzu,3,32,142,204,59,3.54
9789750737107,Işığın Savaşçısının El Kitabı,2038,4248,10203,11259,130,3.83
9789750758959,Yokuş,6,41,187,256,12349,3.69
9789750759710,Kör Nişancı,169,1344,8646,12961,202,3.88
9789750734656,Cam Kent New York Üçlemesi 1,480,1731,5584,8519,6869,3.83
9789750737541,Salapurya Mahallesi,188,721,2339,2593,5340,3.76
9789750724107,Dalgaların Sesi,306,1336,5980,8467,1378,3.59
9789750715150,Turquetto,8,19,112,150,4830,3.77
9786052954140,Usta ile Margarita,5714,14388,47892,105598,88,3.77
9789750751202,Eddy'nin Sonu,328,1314,7006,14575,201720,4.29
9789750732584,Eduard Einstein Vakası,3,15,106,197,8379,3.93
9789750740701,Çılgın Bir İhtiyarın Güncesi,135,391,1270,1237,105,3.91
9789750749049,Bartleby ve Şürekası,77,265,1011,1835,530,3.46
9786053607823,Joseph Andrews - Hasan Ali Yücel Klasikleri,398,938,2057,1586,1475,3.94
9786053329824,Yalnız Bir Avcıdır Yürek,2249,6540,22380,41199,900,3.28
9786053759096,Las Vegas'ta Korku ve Nefret,7358,17791,63438,125193,41056,3.99
9789750744655,Bir Nefes Gibi,120,439,1208,1187,145296,4.070
9786254071614,Sönen Işık,0,0,0,0,601,3.48
9786254194474,Cengiz Han,0,0,0,0,0,0.00
9786052498460,Duruş,0,0,0,0,1,5.00
9786254193576,Bozgun,0,0,0,0,0,0.00
9786254197475,Napolyon'un Aşkı,0,0,0,0,0,0.00
9786254197192,Büyük Yemin,0,0,0,0,0,0.00
9786254194184,Kar İzleri Örttü,0,0,0,0,0,0.00
9786052497401,Uterya-Matardan Mektuplar,1,0,1,0,0,0.00
9786254194146,Tanrısız Gençlik,256,835,2751,4949,2,3.50
9786057728951,Kral Salomon'un Bunalımı,17,56,231,531,3361,3.85
9786052988220,Hüzün Nedeniyle Kapalıyız,0,1,2,0,512,4.090
9786257370240,Yalan - Roman,12,35,135,186,0,2.67
9786057728555,Güz Dönümü,10,52,397,1163,161,3.85
9786257370356,Beton Ada,233,777,2856,3846,1133,4.22
9786057728357,Kadınlar Ülkesi,67,204,662,858,1838,3.67
9786257370134,Fener Bekçisi,134,640,2445,3611,709,3.78
9786257370592,Kanlı Oda,1180,3882,13425,22155,2837,3.87
9789755709659,Kadınlar Ormanı,70,398,2159,4493,19678,3.92
9789750855139,Kasap Geçidi,129,676,3911,11772,2890,3.97
9789750803291,Yakalanan Zaman - Kayıp Zamanın İzinde,94,157,660,1572,10415,4.18
9789750838521,Tenin Kayıp Hafızası,208,642,2014,2684,5098,4.51
9789753631570,Afrikalı Leo,88,387,2191,6256,1207,3.60
9789750851100,Zamanın Karanlık Yüzü,22,76,238,358,6413,4.21
9789753635257,Çiçek Açmış Genç Kızların Gölgesinde - Kayıp Zamanın İzinde (ikinci kitap),119,375,1712,4806,249,3.78
9789753636032,Guermantes Tarafı-Kayıp Zamanın İzi,74,329,1566,3413,9048,4.39
9789755392387,Metroland,61,275,1253,1556,5360,4.27
9786052988381,Yuvamıza Düşen Ateş,823,2522,12619,30165,620,3.64
9789750758065,İsa'nın Ölümü,25,85,301,475,21784,4.020
9789750751363,Okçu'nun Yolu,647,2051,5964,6116,338,3.83
9789750740749,Siren,21,70,339,495,5106,3.65
9789750736933,Şeytan ve Genç Kadın,2150,7099,22366,24554,361,3.86
9786257913751,Anneler,1085,4881,29928,58620,15671,3.62
9789750738609,Şeker Portakalı,707,1850,7761,21288,28997,3.89
9786052952498,Görünür Karanlık,92,212,479,519,41488,4.38
9786254292385,Walworth Güzeli,56,104,167,88,341,3.49
9789755399706,İçerdekiler,1,2,31,81,34,2.87
9789755390642,Cuma ya da Pasifik Arafı,138,368,906,1191,49,4.070
9786053143949,Tony Veitch Belgeleri,56,145,500,1096,910,3.67
9789755395432,Villa Meçhul,353,1619,5909,6932,772,3.93
9789755397245,Kurgudan da Garip,538,2292,7775,7927,4262,3.69
9789755396736,Pigme,3903,6219,9488,6745,4202,3.57
9786257913485,Tanrının Oku - İthaki Modern,147,547,2331,3199,3382,2.98
9786053146100,Elizabeth Finch,326,1218,2544,1762,2156,3.80
9789755393223,Dövüş Kulübü,7599,20760,92494,220465,602,3.17
9786053140375,Adam Strand'ın Otuz Dokuz Ölümü,78,180,263,196,269362,4.18
9789755392028,Aşksız İlişkiler,21,89,336,367,151,3.19
9789755394701,Günce,2123,7515,24397,27692,200,3.63
9786051732879,Görevimiz Alışveriş,114,362,1288,1948,17778,3.65
9786051735795,Kuyu,2393,3581,13067,22703,2206,3.97
9786051852119,Cennetteki Gölgeler,34,160,903,1973,18376,3.85
9786254181528,Babasını Arayan Yüzyılında Kayıp Bir Kız,18,51,196,244,2154,4.16
9786052985809,Dünya ve Pantolon,3,19,37,23,109,3.61
9786051858425,Yıkılmış Kadın-Üç Uzun Öykü,336,1319,6886,15437,8,3.16
9786051854953,Garp Cephesinde Yeni Bir Şey Yok,10680,23886,81525,160445,11417,4.030
9786254052835,Otomatik Portakal - Modern Klasikler 3,21429,37494,133554,267046,202522,4.090
9789753637671,Lady Chatterley'in Sevgilisi,5193,15629,42861,41762,273211,4.00
9789750724404,Quinx Ya da Kusursuz Adamın Öyküsü,4,16,44,47,24606,3.50
9789750725517,Yüreğimin Sesini Dinle,33,153,407,334,27,3.56
9789750741715,Eyub-Basit Bir Adamın Romanı,105,348,1100,2111,185,3.44
9789750732638,Son Patron,248,1145,4401,4779,1592,3.90
9789750735189,Karanlıktaki Adam,177,917,3737,4446,2598,3.63
9789750745836,Başa Gelen,18,73,226,239,1892,3.62
9789750756818,Kiraz Çiçekleri,97,486,2123,2165,95,3.42
9786254192081,Smoky Çoban Atı,307,453,1477,1864,1585,3.74
9786052497739,Therese Raquin,982,2866,9226,12940,2824,3.93
9789750747984,Kötü Bir Yılın Güncesi,144,537,1703,2180,8501,3.73
9789750748639,Aşık Kadınlar,1257,3159,9158,10961,1060,3.62
9789750726439,Simyacı,140672,251333,625858,932526,8143,3.66
9789750757433,Hüzünlü Ev,54,228,668,631,1273531,3.91
9789750736476,Barbarları Beklerken,538,1884,7232,13479,314,3.49
9786254198199,Napoleon'un Jozefin'e Aşkı,0,0,0,0,10251,3.93
9786254197659,Çarın Çizmeleri,0,1,3,9,0,0.00
9786254192128,Sevgili Düşmanım,0,0,0,0,5,4.00
9786254198632,Enin,0,0,0,0,0,0.00
9786254190995,Boğulmamak için,0,0,0,0,0,0.00
9789753311571,Mavi Tüy - Gönülsüz Bir Mesihin Serüvenleri,1352,3297,10615,18620,0,0.00
9789944829670,Martı Jonathan Livingston,9208,21472,58633,78020,31090,4.15
9789750847462,Solar,1365,4325,10725,8767,91656,3.86
9789750831751,Gömülü Dev,4025,12835,32711,38267,3189,3.29
9789750852787,Yeni Yaban,291,1413,4514,5919,23561,3.58
9789750823848,Doğu'dan Uzakta,96,302,1324,3460,3218,3.67
9789755704821,Soylu Sınıfın Sonbaharı,11,26,70,54,3654,4.16
9786057728500,Geceyarısının Yarısına Doğru,10,35,178,307,22,3.27
9786257370455,Sirte Kıyısı,38,96,259,419,244,3.96
9789755707815,Komik Kız,874,3843,12227,10693,577,4.010
9789755707549,Merhamet,876,2332,7949,11548,3823,3.41
9786257370349,Beyaz Köpek,35,133,519,810,7799,3.76
9786057728982,Büyülü Oyuncak Dükkanı,272,955,3266,5014,600,3.86
9786257370127,Merhaba Amerika,60,200,662,554,3393,3.80
9789755708805,En Mavi Göz,4061,10350,44084,100559,175,3.35
9786057762542,Belaya Bulaş,433,1240,3337,4478,108850,4.12
9786258401424,Temel Parçacıklar,1479,3593,10454,17626,3039,3.67
9786053759829,İmkansız Kale,150,628,3216,4922,12974,3.80
9786053759492,Bay Less,7512,21470,60611,74161,2337,3.77
9786258475760,Vergilius'un Ölümü,46,105,227,426,47982,3.63
9786258401066,Kadının Sesi Yok,904,3626,20283,63272,802,4.14
9786258475289,İç Mekan Çin Mahallesi,595,2663,13041,27740,71421,4.26
9786254199493,Tanrı Korusun,0,0,0,2,17933,3.96
9786254199912,Karanlık Bir İş - Napolyon'a Yapılan Bir Komplo,0,0,0,0,3,4.60
9786053144113,2084,201,455,734,426,0,0.00
9786051853444,Nora Webster,625,2038,6429,8427,177,2.96
9786051853031,Dans Zamanı,1700,7428,25211,28367,4116,3.62
9789750735745,Duvar,235,937,5026,10696,12147,3.56
9786254055072,Boyalı Peçe,410,2101,10563,20517,9254,4.060
9786254053290,Ceberut Martin - Modern Klasikler 123,113,280,723,775,14444,3.97
9786254055591,Dava,7688,21005,71942,129082,542,3.56
9786254057786,İngiliz ve Amerikan Edebiyatında Kısa Öykünün Büyük Sırları - Modern Klasikler 85,12,69,310,446,119364,3.95
9786254293498,Irına'ya Göre Şeffaflık,4,6,31,45,183,3.70
9789750712616,Aslan,113,249,825,1423,19,3.66
9789755392394,Gülün Mucizesi,26,53,246,471,1309,3.91
9786053145431,David'in Hikayesi,21,44,77,75,566,4.10
9789755393018,İngiltere İngiltere'ye Karşı,292,906,2333,1900,54,3.36
9789750719806,Kardeşim Rüzgar Kardeşim Deniz,7,28,120,174,739,3.31
9789750725548,Çıplak Sokak,6,13,53,66,131,3.86
9786053145905,Huzursuzluğun Kitabı,512,1038,3162,8213,51,3.76
9789750744631,Acı Çikolata,10333,20734,78660,132441,20171,4.40
9789752895720,Karanlıktakiler Gözükmez,4,7,14,21,133047,3.95
9789750749247,Büyük Bir Aşk Hikayesi,8,31,174,263,10,3.46
9789755392325,Flaubert'in Papağanı,506,1437,4627,5830,145,3.81
9786254182235,Kabil,456,1495,6503,12515,3437,3.65
9789755394251,Görünmez Canavarlar,2766,8409,29736,52182,9855,3.97
9786051419701,Bahçıvan,432,3216,12225,18962,54415,4.00
9789752896802,Yaşamak Ne Güzel,1,5,25,33,11828,3.80
9786052987315,Jubiaba,19,56,284,407,37,3.99
9789755709949,Kutu Adam,224,731,2030,2328,245,3.79
9789750732942,Bir Aşk,123,387,1532,2393,1447,3.60
9789750751110,Mezbaha Beş,33353,66390,239578,473414,1678,3.84
9789750753923,Taştan ve Kemikten,23,136,501,856,599497,4.10
9786051735269,Paramparça,319,1155,3309,3628,499,3.83
9786254143243,Rüya Satan Adam 2 - Sessiz Devrim,22,47,140,141,1675,3.51
9786051734651,Mirasyediler,5525,19893,69242,64114,197,3.81
9786051736952,Mutluluğun Şafağı,76,416,2081,3316,19808,3.41
9786051738901,Taş Kalpli Kazanova,804,2591,11923,17324,2537,3.97
9789750734205,Bir Maskenin İtirafları,357,1603,7414,14043,11491,3.82
9789750741760,Aşka Susamış,115,522,2098,2458,9973,3.95
9789750730153,Veronika Ölmek İstiyor,8354,20195,59271,77617,1185,3.64
9786257737654,Vezir Gambiti,741,3077,18690,52969,63247,3.73
9786257913799,Düş Yakamdan Şeytan,444,1355,5584,15159,50043,4.18
9789750748813,Seneler,338,1243,5474,13347,14623,4.13
9789755102108,Bulantı,2737,7749,26737,46307,15052,4.17
9789750723353,Demian,1285,4662,20825,42530,42457,3.94
9789750736841,Başkan Babamızın Sonbaharı,639,1722,5754,8772,50632,4.14
9786258401417,Harita ve Topraklar,312,1119,4665,10100,7823,3.87
9789753633406,Locus Solus,39,75,216,430,6641,3.95
9789750808098,Yolların Başlangıcı,33,115,456,705,487,4.00
9789750848582,Augustus,110,445,2308,6376,466,3.82
9786257370363,Korku,15,46,220,580,7618,4.24
9786257370974,Alınteri,8,33,187,33,632,4.18
9786257370202,Ağır Ölüm,21,61,214,211,8,3.60
9786257650045,Kadınlar Adası,406,1724,9273,21257,151,3.62
9786257370561,Gecelerin Kitabı,9,29,95,133,14335,4.010
9786257370387,Ekim: Uzun Pazar,0,0,5,8,169,3.97
9786257370851,Caz,455,1935,8630,12958,5,4.00
9789755708133,Tanrı Çocuğu Korusun,574,2213,8294,12142,10025,3.89
9786057728906,Sessizlik Zamanı,180,279,661,877,7577,3.78
9786257370691,Şeytanın Çalgıları,8,28,99,138,857,3.68
9786257370462,Darke,25,49,141,204,81,3.72
9786254197970,Evlilikten Öteye,0,0,0,0,105,3.60
9786254192777,Dağlar ve İnsanlar,159,612,1828,1792,0,0.00
9786254073120,Kısa Öyküler - 1,0,0,0,0,1175,3.58
9786254197765,Temmuz 1914,0,0,0,0,1,5.00
9786254192685,Cengiz Han,13,41,162,257,0,0.00
9786254195938,Kızıl Harf,0,0,0,0,141,3.77
9786052496596,Aşk,0,0,0,1,1,5.00
9786254075339,Kızıl Süvariler,0,0,0,0,0,4.00
9786253680268,L'Assommoir - 2,0,0,0,0,0,0.00
9786254198090,Kaptan Magon'un Maceraları,0,0,0,0,0,0.00
9786254193347,Fakir Milyoner Çocuğu,0,0,0,0,0,0.00
9786254194221,Vavoçka,0,0,0,0,0,0.00
9786053759232,Öksüz Brooklyn,569,2358,10039,18007,0,0.00
9786254056192,Geçiş Ayinleri - Deniz Üçlemesi 1,170,436,1300,1415,10610,3.86
9786254290237,Karmaşık Duygular - Modern Klasikler 55,197,469,2040,4112,895,3.58
9786254052989,Brezilya - Geleceğin Ülkesi - Modern Klasikler 166,8,33,104,180,3821,4.020
9786254056215,Yan Yana - Deniz Üçlemesi 2,9,31,207,281,114,3.82
9786051859507,Başkalarının Kanı,34,133,640,1177,155,3.79
9786059658027,Kahire Modern,53,178,981,2249,999,4.00
9786051858463,Başkent,102,420,1226,1589,1632,4.030
9786053045151,Jane Eyre,52250,96801,332269,671889,712,3.59
9789750740459,Patrick Melrose 4-Anne Sütü,142,417,1646,2548,1010930,4.15
9786257425216,Hayalperestler Tiyatrosu,237,732,1837,1671,1516,3.78
9786053144489,Takımyıldızı,16,42,127,199,906,3.42
9786053141532,Karanlık Güzergahlar,1,14,32,24,122,3.73
9786053143604,Savaştaki Kız,305,921,6234,15390,10,3.35
9789755398068,Lanetli,3087,7747,18641,17070,9403,4.010
9789750747779,Bütün Günlerin Akşamı,122,382,1139,1609,9806,3.40
9789755399997,Bir Haz Markası - Beautiful You,2228,3806,6261,4462,1132,3.74
9789755397061,Kızıllığın Kalbi,48,110,448,621,2337,3.050
9786053144342,Biricik Hikaye,599,2369,7785,9142,366,3.72
9789750742347,Bay Piekielny Adında Biri,12,44,160,197,4618,3.60
9789755395982,Hücre,421,573,1480,1980,137,3.73
9789750742132,Tehlikeli İlişkiler - Beyaz Kapak,938,2595,10352,19742,1968,3.70
9789750747991,Benden Selam Söyle Anadolu'ya,23,96,512,1654,21502,4.060
9789750760372,Livia ya da Diri Diri Gömülmek - Avignon Beşlisi 2,4,10,52,73,2822,4.40
9786052991084,Kardeşlerimi Arıyorum,46,177,704,902,53,3.84
9789753635196,Stiller,93,308,972,1862,378,3.63
9789750823220,Uyandığında,703,2468,8665,11532,2051,4.030
9789750846175,Benim Gibi Makineler,772,3307,10277,12291,6129,3.68
9786258401332,Çevengur,19,69,211,473,5841,3.59
9786052650608,Olive Kitteridge,5734,16849,57193,94393,702,4.20
9786052651018,New York Köleleri,135,431,1307,1182,72201,3.85
9789750813924,Atalarımız,31,111,511,1378,730,3.51
9786052650622,Olive Yeniden,1207,3800,16570,40161,1757,4.25
9786257913782,Budala,2177,6986,28858,66109,39520,4.12
9789750808319,Köy,149,350,1318,2142,89320,4.21
9786051738215,Rock Savaşları 2: Hazırlık Kampı,12,21,93,196,1697,3.86
9786051736112,Bugün Ölmeyeceğim,146,537,2616,4384,325,4.24
9786254197918,Seçme Hikayeler,0,0,0,1,2713,3.86
9786057728265,Kadınların Şefkati,30,110,392,535,0,4.00
9786057728067,Aşk,3338,4994,3497,842,341,3.74
9786057728005,Flandra Yolu,54,81,139,158,208,3.81
9786257370646,Amber Gece,2,4,8,31,208,3.60
9786057728920,Senin Gibi,671,2920,9545,7745,47,4.27
9789750728778,Günlükler,0,1,13,25,2532,3.37
9789750732072,Sabırsız Yürek,113,449,2362,6338,16,4.020
9789750728730,Piedra Irmağının Kıyısında Oturdum Ağladım,5198,12225,30307,31264,7881,4.25
9789750737992,Koku,11287,26893,88252,177311,25716,3.57
9789750741173,Normal İnsanlar,46213,133206,361981,539135,193719,4.040
9789750736704,Petersburglu Usta,87,358,1298,1539,472364,3.81
9789750732911,Çarklar Arasında,274,1068,5189,8149,776,3.63
9789750738074,Viva,8,25,59,75,5593,3.87
9789750735950,Labirentindeki General,426,1968,7432,9047,49,3.62
9786254194979,İhanet Köprüsü,0,0,0,0,5262,3.69
9786254078989,Rüya,0,0,0,0,0,0.00
9786254197598,Macera Arayan Kadın,0,0,0,0,0,0.00
9786254193781,Romen Hikayeleri,0,0,0,0,0,0.00
9786254195389,Köy Hekimi,19,65,197,237,0,0.00
9786254191107,Şampiyon,43,111,442,587,144,3.64
9786254055638,Serbest Düşüş - Modern Klasikler 79,46,133,403,452,350,3.71
9786254056079,Katledilen Şair,4,18,84,138,340,3.66
9789754581522,Gog,6,11,72,132,76,3.83
9786254292767,İtiraf - Hasan Ali Yücel Klasikler,180,664,3149,6563,172,4.15
9786254292224,Troyalı Kadınlar - Hasan Ali Yücel Klasikler,318,683,2801,4106,6667,4.10
9786254199776,L'Assommoir - 1,0,0,0,0,3647,3.87
9789750759680,Titan'ın Sirenleri,1474,5126,24658,54664,0,0.00
9786051859767,Sonsuzda Buluşulan Nokta,1,8,28,61,61328,4.15
9786254182259,Dilenci,184,491,1551,1935,36,3.92
9786254180958,Gece İnerken,430,1345,3549,3479,1277,3.67
9786054764853,Filin Yolculuğu,329,1500,5976,7148,1667,3.44
9786254181757,Dul,44,176,648,490,3892,3.68
9786054927821,Kirpinin Zarafeti,8961,16538,39703,62988,193,3.39
9786254181580,Delice Coşkun - Sylvia Plath Hakkında Bir Roman,81,359,1258,1366,61875,3.80
9789755395104,Ninni,2103,7905,28740,37575,517,3.52
9789755393056,Bir Komünistle Evlendim,98,526,2412,4148,24683,3.74
9786057728364,Katran Bebek,251,964,4969,8878,2429,3.86
9789944829946,Mahallenin Madonnaları,0,0,0,0,7373,3.99
9786254143458,Kahve Soğumadan Önce Kafeden Hikayeler,552,3189,21191,42612,0,0.00
9786051732862,Kuş,21,101,402,786,28009,3.99
9786254143403,Yazarların Gizli Hayatı,155,775,3117,4965,789,4.060
9786257994439,Rüya Satan Adam - 1,168,287,705,754,3323,3.85
9786254143168,Avengers: Yok Oluş Anahtarı - Bir Marvel Evreni Romanı,2,14,53,45,918,3.69
9786051730653,Küller ve Kor,3914,8828,38609,115128,25,3.55
9786051733777,Kor 2-Gece ve Ateş,1192,3989,23052,70115,144751,4.25
9786051738956,Kahve Soğumadan Önce,9759,42014,152763,193346,74862,4.23
9786051737447,Oyunbozan,156,693,3475,6092,106896,3.68
9786051737430,Aşk Ölüm ve Piyanist,2,6,32,30,6325,4.060
9786051735627,Rock Savaşları,32,93,267,370,27,3.76
9786051737584,Suskun Kalpler,40,165,503,823,463,3.93
9786051739885,Altın Elmanın Laneti,0,0,1,0,742,3.91
9789750748936,Kahrolsun Dostoyevski,40,90,330,305,0,3.00
9789750739309,Boynunun Etrafındaki Şey,171,784,6337,19621,158,3.49
9789750748592,Küçük G - Bir Yaz Masalı,25,104,244,201,19025,4.23
9789750759253,Son Kişot,1,1,2,4,92,3.35
9789750742064,Görünmeyen,415,1495,6086,9456,3,3.64
9789750753947,Bazıları Isırgan Sever,74,401,1531,1829,4552,3.74
9786258401769,Bitmeyen Geçmiş,4,16,19,57,768,3.61
9789750748028,Kayığım Rosinha,35,135,475,609,134,4.31
9789755391564,Hırsızın Günlüğü,74,311,1040,1725,567,3.84
9789755392431,Çiçeklerin Meryem Anası,161,394,1263,2201,1608,3.94
9786053146001,Sıradan Kadınlar Düşü,34,75,164,118,2599,4.010
9789750850585,Topeka Okulu,1163,3475,7939,9079,66,3.23
9789750842405,Jean-Christophie 1,18,40,128,297,5112,3.50
9789750756870,Yanardağın Altında,1184,2624,5730,2624,423,4.18
9786057728807,Sabotaj Çetesi,385,1237,4917,10042,1184,3.76
9786257370936,Komplo,5,10,68,88,10738,4.080
9786254056178,Aşağıdaki Yangın,5,28,143,260,43,3.72
9789750739927,Kişisel Bir Sorun,245,818,3121,5785,177,3.94
9789750737084,Saptırılmış Vasiyetler,0,0,0,0,4085,3.90
9789750757082,İskenderiye Dörtlüsü 1-Justine,331,811,1998,3104,0,0.00
9789750745874,Sunset Park,289,1302,5076,6368,3179,3.85
9789750736667,Romancının Romanı,435,1192,3164,3110,2390,3.60
9786257913591,Sütçü,5042,8059,15239,19615,1768,3.47
9789750757099,İskenderiye Dörtlüsü 2-Balthazar,44,119,730,1592,16318,3.53
9789750735417,Leviathan,161,802,4290,8757,1635,4.13
9789750717444,Gülünesi Aşklar,513,2077,9435,14512,5786,3.97
9789750757518,Hac,2690,6747,17745,19880,8824,3.82
9789750736506,Utanç,2632,7214,24989,44058,16671,3.64
9789750719813,Meleğin Çürüyüşü,38,152,819,1959,31213,3.85
9789750740381,Su Kürü,1341,4757,9800,7785,1879,4.13
9789750760365,Monsieur ya da Karanlıklar Prensi - Avignon Beşlisi 1,17,44,121,167,3267,3.26
9786254195624,Ali ile Nino,162,515,2025,3246,102,3.65
9786254197574,Gölge Adam,0,0,0,0,2858,3.92
9786254194313,Zara,0,0,0,0,0,0.00
9786254198465,Bir Kadının Sonbaharı,0,0,0,0,0,0.00
9789750736797,Yükseklerde,23,124,358,450,0,0.00
9789750737534,Mavi Çiçek,319,867,2071,1856,242,3.64
9789750709784,Oğullar ve Sevgililer,1924,5172,15805,18843,1210,3.44
9789750736377,Kız Natamam Bir Şeydir,1117,1643,3185,3961,12439,3.64
9789750737411,Gidiyor Gitti Gitmiş,183,519,1880,3817,3122,3.49
9789750722349,Bir İkea Dolabında Mahsur Kalan Hint Fakiri'nin Olağanüstü Yolculuğu,722,1726,3960,3436,3110,3.96
9789750746994,Mavi Bilet,592,2148,4309,3195,1503,3.29
9789750751585,Hayvan Çiftliği,114860,225190,770256,1431761,1315,3.22
9789755397269,Kayıp Kentin Radyosu,35,162,764,978,1535606,3.99
9789755395562,Geriye Uçan Yaban Ördekleri,121,678,2455,2251,468,3.70
9789755391045,Melekler Zamanı,16,62,250,441,1223,3.56
9789755392134,Hesaplaşma,1,7,23,31,23,3.80
9789755399331,Tehlikeli Yakınlaşma,35,99,298,455,328,3.78
9786052651230,Beyaz Gözyaşları,248,977,2724,3930,2165,3.68
9789755392424,Rüya Sakinleri,19,70,304,510,273,3.81
9789755399669,Parıltılı Armağan,7,8,17,16,14,3.35
9786053141402,Yanık Diller,56,181,598,894,643,3.80
9789750757112,İskenderiye Dörtlüsü 4-Clea,25,117,520,1142,1381,4.17
9789755392356,Tünel,1180,3951,15749,30981,28747,4.02
9789755395401,Cenaze Merasimi,23,54,200,387,400,4.02
9789755390116,Anarşinin Kısa Yazı,3,9,99,337,398,4.32
9789755394077,Denizci,54,129,615,909,873,3.94
9786053140115,Che'nin Birliği,2,4,5,11,9,3.68
9786053141075,Kıraç Gökyüzü,1,1,7,4,5,3.61
9786052651216,Bir Zamanlar Hollywood'da,313,1203,4530,8903,5364,3.88
9789750745911,Delifişek,142,432,1314,1281,894,3.58
9789750741920,Kış Ortasında,676,3033,14243,18442,9304,3.71
9786053144083,Denizaltı,268,917,3132,4417,2814,3.74
9789750800030,Yüzüncü Ad - Baldassare'nin Yolculuğu,64,313,1389,2193,1548,3.88
9789750803611,Boncuk Oyunu,881,2162,6683,12427,17753,4.10
9789750815201,Gümüş Güvercin,8,10,55,90,75,3.90
9789750837180,Kuyu,158,496,985,601,235,3.10
9786257370547,Cennet,825,1813,6617,9706,8749,3.86
9789750757136,Ölümden Beter Yazgılar,23,196,1083,1620,1021,3.87
9789750731433,Brida,4131,10680,24888,22653,18530,3.50
9789750726170,Varolmanın Dayanılmaz Hafifliği,9285,24827,81220,167683,213215,4.11
9789750735929,Altın Köşk Tapınağı,272,1069,4551,8366,7095,3.98
9789750735172,Yanılsamalar Kitabı,350,1345,5891,10590,7130,3.90
9789750702532,Gittikçe Geç Olmakta,21,75,222,213,166,3.61
9789750733437,Dünün Dünyası,119,349,1840,6905,15373,4.51
9789750756214,İsa'nın Okul Günleri,70,267,840,958,471,3.57
9786258401103,Loudun Şeytanları,65,204,792,1272,940,3.86
9789750738760,Saf Değiştiren,11,51,207,261,112,3.64
9789750734212,Brooklyn Çılgınlıkları,368,1506,7309,13459,7522,3.87
9789750726552,Yaşam Başka Yerde,219,884,4563,8407,6126,3.96
9789750739071,Güneşi Uyandıralım,129,413,1764,3302,3114,4.020
9789750756047,Denizin Uzun Taçyaprağı,794,3407,19818,44298,35115,4.060
9786254074288,Tanrıların Gece Hayatı,0,0,0,0,0,0.00
9786254079894,Bir Fırtına Tuttu Bizi,0,0,0,0,0,0.00
9786254194726,Rahip Mouret'in Günahı,50,269,635,666,460,3.59
9786254190186,Hayvanlar İnsanlar ve Tanrılar,13,49,193,289,246,3.89
9786254198830,Unutulan Yıllar,0,0,0,1,0,4.00
9786254193163,Bin Mumlu Ev,6,51,187,213,129,3.70
9786051858593,Çocuklarım,56,174,797,1760,1993,4.14
9786254181351,Kum Kaptanları,266,665,2937,8526,14957,4.36
9789750747748,Göçmen Yıldız,24,95,302,370,204,3.64
9786258487480,Gizli Kusur,945,2463,8716,14774,8715,3.78
9786254143427,Sana Bir Hikaye Anlatayım,0,0,1,1,1,4.00
9786254142673,Yeni Yıl Dileği,116,557,3016,5163,5131,4.050
9786254141935,Sözler Tükendiğinde - Beş Kişi Beş Kadeh Bir Ömür,560,1871,8554,17004,14804,4.020
9786051739403,Korsika Uçurumu,102,323,1153,1716,1037,3.75
9786254140211,Jim Carrey ve Dana Vachon Anılar ve Yanılsamalar,862,1190,1654,1027,566,2.86
9786254054501,Yalnız Bir Avcıdır Yürek,2249,6540,22379,41193,41056,3.99
9789755107837,Kara Defter,55,103,212,171,119,3.30
9789750737589,Hippi - Beyaz Kapak,782,2536,8514,8808,5999,3.63
9789750737985,Hippi - Yeşil Kapak,782,2536,8514,8808,5999,3.63
9789750735561,On Bir Dakika,6614,16492,48423,61187,49161,3.71
9786257650854,Minik: Madam Tussaudnun Olağanüstü Hayatı,102,528,2545,5552,4160,4.020
9789750740541,Kırmızı Papağan,2,5,35,56,32,3.88
9789750728266,Elif,2725,5581,12123,10408,7691,3.38
9789750730122,Portobello Cadısı,3528,9817,24828,24769,18990,3.56
9789750737978,Hippi - Turuncu Kapak,782,2536,8514,8808,5999,3.63
9789750757969,Kenar Mahalle Çocukları,170,514,1583,1922,1079,3.61
9789750737961,Hippi - Pembe Kapak,782,2536,8514,8808,5999,3.63
9789750737954,Hippi - Mavi Kapak,782,2536,8514,8808,5999,3.63
9786257370844,Onca Yoksulluk Varken,414,1208,4726,11200,15439,4.21
9786257370837,Sirk Geceleri,297,919,3157,5171,4273,3.88
9786057728401,Bul Beni,5753,13951,25535,20691,12536,3.26
9789750741104,Mazisi Olan Kadın,8,29,224,338,256,3.94
9789750734151,Kayıp Hafta Sonu,25,97,356,889,823,4.090
9789755396576,Rüzgargülü (Gülün Günlüğü),21,98,629,983,639,3.89
9789755392417,Ağaçkakan,1646,3960,15031,29894,30839,4.040
9789755393797,Tıkanma,5912,17710,60173,80224,50624,3.71
9786052237298,Deniz Kurdu,325,1229,6333,12143,11516,4.060
9786053759805,Yazgı ve Gazap,6702,15921,38697,50054,31373,3.58
9789750726651,Şaka,294,1402,7629,15859,12325,4.030
