ISBN,name,one_star_count,two_star_count,three_star_count,four_star_count,five_star_count,average_rating
9786050903003,Azrail Aynası,1,8,10,7,5,3.23
9786051868790,Altın Gözlüğün Esrarı-Sherlock Holmes,0,0,0,1,1,4.50
9786051868998,Mavi Yakut-Sherlock Holmes,95,570,3526,4188,2603,3.79
9789752977150,Brüksel Lahanası,0,2,4,3,1,3.30
9789752124301,Kafam Bozuk,0,3,4,5,8,3.90
9789752890619,Amsterdam''ın Gülü,1,4,13,5,2,3.12
9786258401547,Otuz Dokuz Basamak,1142,4183,14152,15028,8608,3.60
9786051416120,Türk Sokağı'ndaki Ev,68,150,1109,2736,2651,4.15
9789750846366,Çıplak Ayaklıydı Gece,9,88,236,204,80,3.42
9786258475418,Şeytanın Çırağı,8,102,752,1154,513,3.80
9789752126381,Çıplak Ceset - Özel Baskı,4,43,166,201,71,3.60
9789752116900,Ateş Etme İstanbul,7,15,58,76,39,3.64
9789752126442,Beyaz Eldiven Sarı Zarf - Özel Baskı,5,19,51,30,16,3.27
9789750846311,Bir Ses Böler Geceyi,22,116,370,332,143,3.47
9789750844799,Bücürü Ayarla,268,954,5256,10561,7053,3.96
9786053753957,Baskerville'lerin Köpeği - Sherlock Holmes -,2494,9790,64798,143175,139810,4.13
9786051712819,Margaret Thatcher Suikasti,312,1307,4018,3870,1427,3.44
9789752898134,Kara Manhattan,12,26,152,149,75,3.60
9786051710624,Boşanırken,1,0,0,0,0,1.00
9786051852058,Kaçak,1,7,27,27,8,3.49
9786257650366,Arsen Lüpen - Kibar Hırsız,365,1757,9103,13038,7612,3.81
9786257650359,Arsen Lüpenin İtirafları,18,75,431,800,505,3.93
9786050321517,Hades,80,320,1317,2080,1332,3.83
9789752731462,Can Dostu,40,176,867,1293,683,3.79
9789750846335,Ninatta'nın Bileziği,15,74,248,301,218,3.74
9789750850400,Gün Işığı,33,106,702,947,402,3.72
9789750845550,Aşkımız Eski Bir Roman,43,199,893,879,520,3.64
9786051066806,Cennete Açılan Kapı (Özel Baskı),0,2,1,3,2,3.63
9789752898738,Yüksek Pencere,237,659,4618,10693,7677,4.04
9786051415994,Playback,186,647,2963,4028,2645,3.79
9786051067414,Ölüm Oyunu (Özel Baskı),2,5,7,3,1,2.78
9786051718118,Sherlock Holmes-Baskervillelerin Köpeği,2494,9790,64799,143175,139813,4.13
9786051739830,Beni Kim Öldürdü?,7,14,38,43,18,3.43
9786052650066,Ölümü Ellerinde Tutarken,2283,8028,17214,13771,5015,3.24
9786052651421,Cinayet Defteri,3,23,91,116,65,3.73
9789750848605,Çifte Kıskaç,29,109,509,870,868,4.02
9789750846229,Agathanın Anahtarı,42,233,767,565,260,3.41
9786254491030,Oğullar ve Rencide Ruhlar,87,252,1281,3142,3383,4.16
9786254497063,Balkan Blues,6,31,137,116,38,3.45
9789754054064,Cinayetler Oteli,474,3115,13789,15081,9300,3.71
9789754059823,Beklenmeyen Misafir,191,776,4148,7677,8370,4.10
9786258401981,Ginza Hayaleti ve Diğer Gizem Öyküleri,5,31,137,179,79,3.69
9786258401202,Aynalar Cehennemi ve Diğer Öyküler,2,16,93,234,212,4.15
9786053044079,Yarım Ay Dedektiflik,211,841,3321,4065,3040,3.77
9786051710686,Saklambaç-Bir Dedektif John Rebus Polisiyesi 2,319,965,6602,10630,5483,3.83
9786254492600,Soruşturma,57,236,777,800,392,3.55
9786051711584,Dedektif Aristoteles,47,149,484,505,198,3.48
9786051416687,Sherlock Holmes'un Anıları,564,1536,13222,37203,47700,4.30
9786254494161,Kıyamet Park - Bir Kamu Davası 3,4,26,257,602,541,4.15
9786051714080,Sahte Dokuz,10,65,209,221,99,3.55
9786051713229,Devre Arası,62,164,543,501,187,3.40
9786051069890,Peder Brown'ın Masumiyeti,326,1186,4751,6512,4845,3.82
9786051416670,Sherlock Holmes'un Maceraları,1891,5227,40234,113554,149380,4.30
9786051713311,Nisan Şenliği,62,192,1029,1474,933,3.82
9789754058246,Işıklar Sönünce,79,450,1889,1700,910,3.58
9789750845475,Kıl Payı,21,94,473,955,843,4.05
9786051868226,Sherlock Holmes: Savaş Tanrılar,9,32,190,288,159,3.82
9786254486807,Yabancı,0,0,0,4,25,4.90
9786254480836,Sherlock Holmes-  Hüznün Zirvesinde Cinayet,0,0,0,0,2,5.00
9786258401776,Nüfus: 1280,158,437,2055,4790,3904,4.04
9786254490989,Cehennem Çiçeği,30,66,515,1761,2310,4.34
9786254491061,Kan ve Gül Bir Kara Dejavu,26,122,842,1706,1134,3.99
9786254495786,Büyük Uyku,3870,8971,33026,59689,54513,3.95
9786053045243,Beni Takip Et,7045,16242,50694,61680,72109,3.85
9786254491009,Tatlı Rüyalar,34,208,1081,1938,1348,3.95
9786050380637,Sherlock Holmes'un Vaka Kitabı,0,0,0,3,1,4.25
9786051068909,Düğümler ve Haçlar-Bir Dedektif John Rebus Polisiyesi 1,1058,3059,14873,22105,13537,3.81
9786053047001,Bizim Yerimizde Olmak İstiyorlar,842,3811,12970,11966,5215,3.49
9789752101739,Sıfıra Doğru,197,927,6188,10922,7122,3.94
9789754051377,Ve Perde İndi,502,1710,8613,17339,18075,4.10
9789754053876,Briç Masasında Cinayet,390,2082,15702,27625,18248,3.96
9789754052718,Noel'de Cinayet,316,2282,20489,39903,24779,3.99
9789752101722,Porsuk Ağacı Cinayeti,234,1505,12702,20897,12754,3.92
9789754052107,Fare Kapanı,111,881,5937,7433,4342,3.80
9789752101890,Üç Perdelik Cinayet,264,1786,12440,18149,9788,3.83
9789754054835,Ölümün Tam Zamanı,258,1319,4929,5584,4105,3.74
9786257737821,Sherlock Holmes - Ölüm Papirüsü,35,96,463,663,1283,4.21
9789752126374,Rol Çalan Ceset - Özel Baskı,4,18,108,80,33,3.49
9789752126466,Sen Ölürsün Ben Yaşarım - Özel Baskı,0,5,37,72,40,3.95
9789752126398,Kramponlu Ceset - Özel Baskı,2,19,106,173,49,3.71
9789752126404,Son Ceset - Özel Baskı,3,17,63,66,28,3.56
9789752126411,Bin Lotluk Ceset - Özel Baskı,2,17,112,125,38,3.61
9789752126435,Yenik ve Yalnız - Özel Baskı,5,11,37,86,47,3.85
9789750850936,Kaybolan Oyuncak Dükkanı,233,576,1998,2632,2012,3.75
9786050951059,Ucuz Ölüm,0,2,2,2,1,3.29
9789752109858,Miss Marple'ın Son Maceraları,102,669,3311,3898,2455,3.76
9789752103160,Üç Yanlış Üç Ceset,292,1811,11436,14115,7566,3.76
9789752103252,Ölüm Meleği,535,2353,10668,15722,11496,3.87
9789754053241,Ölüm Diken Üstünde,306,2344,16793,24842,14208,3.86
9789752124165,Örümcek Ağı,144,670,3287,4265,4051,3.92
9789752127715,Kütüphanedeki Ceset,0,1,8,7,3,3.63
9786051711980,Aristoteles ve Şiirsel Adalet,4,29,84,108,40,3.57
9786051711942,Diş İzleri-Bir Dedektif John Rebus Polisiyesi-3,185,723,4504,8903,5088,3.93
9786051710136,Solgun Suçlu,159,372,2058,4811,3050,3.98
9786051715469,Azazel,182,770,3319,5275,4102,3.90
9786051713694,Tanrı'nın Eli,32,88,265,329,122,3.50
9786051713953,Sessizliğin Öte Yakası,58,203,986,2493,2154,4.10
9786051422282,Alex Cross,704,2493,14151,26781,24353,4.05
9786050380330,Sherlock Holmes'un Son Görevi-Bütün Hikayeler Cilt 4,6,38,303,609,539,4.09
9789754059533,Beş Küçük Domuz,368,2203,17507,35658,25060,4.03
9789750846328,Şeytan Ayrıntıda Gizlidir,41,221,751,725,409,3.58
9789752103825,Kanatların Çağrısı,218,868,2863,2282,1268,3.47
9789752119628,Poirot Araştırıyor,531,3213,18646,25186,20571,3.91
9786051069845,Mart Menekşeleri,351,1038,4644,7383,4240,3.80
9786254494338,Metropolis - Dedektif Bernie Gunther 14,60,191,1063,2763,2775,4.17
9786051719399,Masadaki Düşman-Bir Dedektif John Rebus Polisiyesi 4,202,546,4099,7344,3901,3.88
9786051735016,Narcos-Jaguar'ın Pençesi,2,8,21,42,16,3.70
9786257737838,Sherlock Holmes - Şeytanın Vaadi,14,65,126,111,66,3.39
9786052650424,Kristal: Lanetli Kan,0,1,2,6,2,3.82
9786052651438,13 Numaralı Oda,12,27,129,104,64,3.54
9786050986433,Kestane Adam,537,1901,10001,31672,30775,4.21
9789752123366,Cinayet Randevusu,69,437,1989,1612,771,3.53
9789752126428,Bir Şapka Bir Tabanca - Özel Baskı,0,10,44,76,31,3.80
9789752126459,Ateş Etme İstanbul - Özel Baskı,7,15,58,76,39,3.64
9786254487149,Akıl Oyunlarının Gölgesinde - 125195 Yeni Ebatlı,4,37,160,427,420,4.17
9786254487170,Gerçekler Kanıt İster - 125x195 Yeni Ebatlı,1891,5227,40234,113554,149380,4.30
9786254487156,Suç Detayda Saklıdır - 125x195 Yeni Ebatlı,3,24,102,330,332,4.22
9789752105942,Üçüncü Kız,438,2513,11465,12276,7135,3.68
9789752112698,Ölüm Adası,326,1939,13636,19393,11286,3.85
9789752124721,Son Düşüş,567,1402,7430,20086,20903,4.18
9789752126169,On Kişiydiler (On Küçük Zenci),20672,37119,185921,478993,721080,4.28
9786050381528,Ruhi Mücerret,136,388,1172,1623,1300,3.77
9786051850467,Böcek,0,1,10,39,31,4.23
9786254495342,Derde Deva Randevu-3,2,1,11,25,14,3.91
9786254491016,Gizli Ajans,48,224,983,1330,909,3.81
9786053751465,En Karanlık Kuş,40,113,149,99,44,2.99
9786051861371,Affet Ama Unutma,311,1081,6842,16906,13063,4.08
9786053487548,Engerek,18,63,225,189,61,3.38
9786051711294,Ölüler Dirilmezse,33,178,1194,3376,2552,4.12
9786051711508,Sahra Grisi,53,179,1242,3191,2966,4.16
9786051716633,Afrika Üçlemesi 2.Kitap-Devrim,7,41,315,690,471,4.03
9786051719450,Sherlock Holmes'ün Anıları-Bütün Hikayeleri Cilt 2,564,1536,13222,37202,47699,4.30
9786051719924,Bir Yunan Hediyesi,51,209,1097,2465,1968,4.05
9786051711676,Ölümcül Prag,39,170,1133,3705,3104,4.19
9786051426921,Ölüm Işığı,97,317,2009,5049,4000,4.09
9786051714424,Evdeki Düşmanlar,8,56,444,1110,826,4.10
9786053044680,Amatör Dedektifler-1,111,400,1593,2375,1763,3.85
9786254493874,Diriliş Adamları: Bir Dedektif John Rebus Polisiyesi-13,165,381,2575,6259,4563,4.05
9786254491597,Karanlıktakiler - Bir Dedektif John Rebus Polisiyesi 11,169,326,2214,5578,3925,4.05
9786050380774,Derde Deva Randevu-2,3,2,43,100,91,4.15
9786051719467,Sherlock Holmes'ün Maceraları-Bütün Hikayeleri Cilt 1,1891,5227,40235,113553,149380,4.30
9786053043454,Çocukların Izdırabı,15,48,105,70,34,3.22
9786051712802,Zagrepli Kadın,59,133,1011,2734,2100,4.11
9786254490309,Çaylak,1,2,9,15,12,3.90
9786051713472,Aristoteles ve Yaşamın Sırları,4,13,51,64,27,3.61
9786254490361,Asma Bahçe - Bir Dedektif John Rebus Polisiyesi 9,113,296,2322,6368,4447,4.090
9786051716619,Afrika Üçlemesi 1.Kitap-Sürgün,66,163,600,1124,837,3.90
9786051710488,Biri ve Öteki,43,149,1221,4160,3216,4.18
9789752108851,Ölümle Randevu,444,2507,17614,26290,15782,3.87
9789752109513,Uyuyan Ölüm,352,1557,11066,20125,14403,3.98
9789752109100,Cinayet İlanı,483,2299,17015,34060,23496,4.010
9789752109612,N veya M ?,273,1615,7944,10614,6702,3.81
9789754059755,Cinayetler Kulübü,332,1601,9287,15245,11350,3.94
9786258327670,İçin İçin Yanan Ateş,3080,15744,63510,60918,21885,3.50
9786258475876,İçimdeki Katil,581,1594,5466,9243,6948,3.86
9786258401226,Sekiz Dedektif,570,2074,6114,6491,3073,3.51
9786059585422,Genç Sherlock,0,0,1,1,0,3.50
9789752121805,Listerdale'in Gizemi,70,556,1994,1724,963,3.56
9789754052213,Çarpık Evdeki Cesetler,446,2130,15854,34784,27986,4.080
9786258380118,İstenmeyen Konuk,1744,8818,40510,56470,30671,3.76
9786256947405,Öfkenin İzi,0,0,3,0,0,3.00
9789750845956,Sis ve Gece,51,203,972,1232,720,3.74
9786254489457,Şeytan Kapısı,11,12,51,101,75,3.87
9786254487163,Şüphe Asla Uyumaz - 125x195 Yeni Ebatlı,1,21,94,237,244,4.18
9789752110885,Kader Kapısı,1016,2701,5038,3279,2046,3.19
9789752108653,Ölüm Saatleri,411,2459,12224,14685,8187,3.73
9789754050943,Doğu Ekspresi'nde Cinayet,3474,14836,101974,267130,272000,4.20
9789752124547,Cinayet Alfabesi-Tam Metin,909,5078,38634,76469,57072,4.030
9786258400731,Şevrole Belayir,1,2,10,5,5,3.48
9786258401288,Meleğin Düşüşü,101,323,1200,2104,1632,3.90
9786258215168,Cinayet Kokusu,0,0,3,9,5,4.12
9786258344226,Terapist,1316,7054,32595,47081,24952,3.77
9786050380934,Bırak Kanasın-Bir Dedektif John Rebus Polisiyesi 7,166,495,3061,7167,5005,4.030
9786054482795,Karanlık Yerler,11722,35896,175051,319610,240123,3.95
9786051716442,Atinada Zehir,5,12,54,57,18,3.49
9789752111646,Bayan McGinty'nin Ölümü,316,1410,9967,15092,8690,3.86
9789752107328,Bilinmeyen Hedef,275,1335,5038,5529,3762,3.70
9789752105058,Köşkteki Esrar,354,1816,8181,11127,8323,3.85
9786052177600,Kaybolduğum Yıl,256,1200,5213,6469,2768,3.65
9786059585750,Unutulmuş Kızlar,365,1556,5828,6552,2745,3.57
9786052177211,Ölüm Ormanı,91,419,1871,2408,11158,3.69
9786052177426,Kayıp Kadın,49,333,1507,1723,761,3.64
9786051733364,Muamma,18,45,105,80,47,3.32
9786052650691,Ölüm Yapayalnız Bir İştir,119,492,1709,2202,1546,3.75
9786057762474,Şenlik Ateşi,424,2068,8192,8631,3186,3.54
9786053043621,Broadchurch,25,128,584,1264,1026,4.040
9786051712321,Katyn Katliamı,33,145,945,2841,2427,4.17
9786254496134,Uzun Veda,414,1226,6589,17080,18668,4.19
9789752113923,Ölüm Dalgaları,347,1702,8291,10564,5929,3.75
9789752115736,Şahidin Gözleri,251,1445,8369,12092,7039,3.83
9789752105683,Bağdat'a Geldiler,258,1338,6390,8803,6039,3.83
9789752124240,Beklenmeyen Şahit ve Diğer Öyküler,75,447,3074,4738,2995,3.89
9786258387513,Birimiz Ölmek Üzere,2141,10925,61402,109555,66716,3.91
9786059585309,İhanet,176,728,3277,4794,1969,3.70
9786258475869,Kabus Sokağı,112,492,1663,2676,1809,3.83
2789788623035,İmzalı - Kayıp Tanrılar Ülkesi,0,0,0,0,5,5.00
9789750850417,Kayıp Tanrılar Ülkesi,27,113,508,1337,1552,4.21
9789752104679,16.50 Treni,446,2082,16891,30273,19914,3.96
9789752110038,Sittaford Maliknesi'nin Gizemi,244,1463,8657,10827,5854,3.76
9789752112100,Esrarengiz Sanık,232,1356,10726,18474,11384,3.93
9789752105966,Mavi Trenin Esrarı,448,2812,20116,30942,17800,3.87
9789752117150,Sonunda Ölüm Geldi,291,1464,6992,9563,7019,3.85
9789752113411,Neden Evas'a Sormadılar?,388,1614,9233,15012,10189,3.91
9789752102965,Roger Ackroyd Cinayeti,1497,5841,41390,111275,136695,4.27
9789752114166,Ve Ayna Kırıldı,253,1609,12462,21365,14131,3.95
9789752114999,Güvercinler Arasında Bir Kedi,286,1984,13129,18861,11592,3.86
9789752107502,Cenazeden Sonra,223,1448,11723,19430,11367,3.91
9786050381245,Siyah ve Mavi-Bir Dedektif John Rebus Polisiyesi 8,195,458,3068,8065,6107,4.090
9786053045229,İhanet Ateşi-Modern Bir Sherlock Macerası,1,0,0,2,1,3.50
9786050380262,Sherlock Holmes'un Dönüşü,352,1039,9257,25273,30887,4.28
9786050380026,Kara Defter: Bir Dedektif John Rebus Polisiyesi-5,191,483,3341,7183,4337,3.97
9786050380354,Ölümcül Hedefler: Bir Dedektif John Rebus Polisiyesi-6,148,432,2859,6124,3714,3.97
9786254490835,Ölü Ruhlar - Bir Dedektif John Rebus Polisiyesi 10,78,268,1953,5264,3398,4.060
9786257973151,İlk Aşk İlk Günah,1091,4002,22547,66289,52593,4.13
9786257550994,Ölümcül Sırlar,55,178,1671,5833,7120,4.33
9786052177549,Ölümün Kimyası,305,1028,5155,13383,13824,4.17
9786258380187,Perinin Ölümü - Bir Başkomiser Perihan Uygur Polisiyesi,1,9,46,79,23,3.72
9786050964868,Şüphe,1860,7779,32913,58282,39673,3.89
9786050946628,Züppe Kocanın Şarkıcı Karısı ve Başka Nahoş Gerçekler,0,1,6,19,15,4.17
9786050963922,Çürük Elmalar Masum Mahkumlar,0,1,8,7,16,4.19
9789752125537,Seni Görüyorum,1062,4114,19798,32685,20684,3.87
9786050980059,Ölüme Eş,97,221,578,651,467,3.58
9786052650646,Aynadan İçeri - Natüralist 2,109,297,2276,7139,8467,4.29
9786258401509,Doğanın Kudreti,870,4476,31317,55480,23969,3.84
9786052177587,Kemiklerin Şifresi,113,499,3179,8323,8466,4.19
9789750846359,Kar Kokusu,27,143,448,470,231,3.56
9786258387209,Bu Bizim Hikayemiz,133,567,2937,6168,5181,4.050
9786052650653,Cinayet Teorisi - Natüralist 3,69,260,1830,4656,5471,4.24
9786258387469,Kuzenler,1657,7866,367888,52223,28448,3.77
9786257973816,Azizeler ve Hırsızlar Şehri,81,318,1608,3212,1732,3.89
9786258387711,Taş Kağıt Makas,5182,26285,119786,218393,141511,3.91
9786053759225,Bir Bedenin Gerçeği,519,1552,5323,8439,5619,3.80
9786257550857,Ne Yaptığını Biliyorum,1190,5170,31105,80414,58760,4.080
9786052177563,Ölülerin Fısıltısı,98,397,2731,6769,6253,4.15
9786257737067,Natüralist,970,2331,8903,19711,20586,4.080
9786258387377,Birimiz Yalan Söylüyor,15082,49131,207316,373500,281805,3.93
9786052177570,Mezarın Çağrısı,80,477,2681,5020,3914,4.00
9786057649348,Hokus Pokus,1,2,0,0,0,1.67
9786254490675,Korkma Ben Varım,58,136,599,1305,1449,4.11
9786051068589,Prusya Mavisi-Dedektif Bernie Günther'in Serüvenleri 12,32,115,723,2700,3040,4.30
9786254493324,Şelale - Bir Dedektif John Rebus Polisiyesi 12,157,436,2681,6806,4655,4.040
9786254496097,Şikayetler - Malcolm Fox 1,242,700,3581,6488,3865,3.88
9786053043447,Mezarlık Dansı,270,939,5930,12431,9647,4.040
9789752112445,Sessiz Tanık,200,1437,11126,18626,10791,3.91
9789752128088,Sıra Dışı Kötülük,28,76,319,330,162,3.57
9789752107748,Frankfurt Yolcusu,2412,3589,4306,2567,1853,2.85
9789752119178,Poirot'nun İlk Davaları,85,657,4455,6665,4997,3.94
9789754059618,Nil' de Ölüm,1353,5942,49484,120181,99031,4.12
9789752112872,Hollow Malikanesi Cinayeti,373,2134,11596,15563,9162,3.80
9789752110588,Hercule'ün On İki Görevi,334,1853,8933,10920,6667,3.76
9786051733692,Şeytanın Günlüğü,16,49,232,345,222,3.82
9786051735511,Kod Adı-Hain,705,2259,7977,12278,8723,3.82
9786257973779,Soğuk Kan - Bir Dedektif Erika Foster Romanı,81,303,2244,6681,7389,4.26
9789750845994,Kavim,13,85,497,1141,990,4.10
9789752118973,Göbekli Tepe Muhafızı,3,7,24,36,22,3.73
9789752126718,Cinayet Ustası,80,276,946,947,418,3.51
9786258475715,İz Sürücü,2154,8285,38527,59905,32955,3.80
9786050976366,Yeraltındaki Melekler Yerüstündeki Şeytanlar,0,0,0,0,5,5.00
9786052177358,Maestro,21,100,386,476,179,3.60
9786052177556,Sessiz Kalma!,7660,14650,76262,275221,567492,4.47
9786052651209,Kamçatka'da Bir Kayıp Vakası,1008,3895,12920,22259,14774,3.83
9786053757757,Karanlık Sular,9951,36312,135669,145378,74259,3.59
9786057762696,Tüm Kapıları Kilitle,2453,12153,58338,105521,64561,3.90
9786050982381,Gölgesizlerin Tutkulu Dansı,124,416,1166,1361,1192,3.72
9786050963731,Kum Adam,208,727,3740,11608,13356,4.25
9786258215175,Dinle Beni - Bir Rizzoli ve Isles Macerası,102,490,3205,7829,7437,4.15
9786258215502,Kayıp Yüz,0,2,3,33,24,4.27
9786050982756,Mezun Cinayetleri,6,19,80,93,21,3.47
9786050950373,Kayıp Kızlar,203,1038,4279,5151,3723,3.77
9786050980424,Ecel Çiçekleri,3,14,62,63,44,3.70
9786258090765,Cadı Avcısı,258,1056,3512,3599,1525,3.51
9789750845963,Bab-ı Esrar,155,360,1356,1835,1470,3.79
9789750846076,Sultanı Öldürmek,51,272,828,1175,897,3.81
9786254487682,Beni Kandıramazsın,1724,5671,26980,49767,39513,3.97
9786052064993,Ellipsis,0,0,3,2,1,3.67
9786257077705,İttifak,0,0,0,0,0,0.00
9786052650905,Ormanın Derinliklerinde,68,247,1324,3729,3720,4.19
9789750846205,Beyoğlu Rapsodisi,125,316,1274,1791,1430,3.83
9789750846298,Beyoğlu'nun En Güzel Abisi,98,352,1357,1864,1392,3.81
9786258387148,Huzursuz Ölüler,36,209,1349,3401,3060,4.15
9789752128057,Montekripto,2,23,104,238,107,3.90
9786254495991,Kan Meselesi-Bir Dedektif John Rebus Polisiyesi 14,159,344,2416,6404,4579,4.070
9786057583062,Pusu,192,681,1958,1664,580,3.35
9786052064542,Sır,1,1,4,3,0,3.00
9789750845857,Kırlangıç Çığlığı,28,91,429,1193,1222,4.18
9786050981971,Küllerin Günü,19,123,535,583,281,3.64
9786050966459,Gece Gelen,634,1659,4277,4037,2939,3.52
9786050982398,Masumiyetin için Savaş,166,703,2405,2731,1966,3.71
9786258344516,Beni Seç,582,1677,8298,15628,13733,4.010
9786254482212,Sherlock Holmes - Büyüteç 6 Kitap Takım,0,0,0,0,0,0.00
9786051716640,Afrika Üçlemesi 3.Kitap-Özgürlük,7,37,177,536,709,4.30
9786257442367,Kayıp Başkan,2737,7413,28595,46217,33882,3.85
9786059585910,Ölüm Çemberi,39,122,597,1427,1078,4.040
9786254496875,İntikam - Bir Komiser Zen Macerası 2,37,124,665,1121,558,3.81
9786254497797,Ölü Lagün - Bir Komiser Zen Macerası 4,26,121,580,953,574,3.86
9786254496882,Örgüt - Bir Komiser Zen Macerası 3,28,155,580,853,377,3.70
9786254496868,Fare Kral - Bir Komiser Zen Macerası 1,122,347,1411,1996,1154,3.74
9789750845970,Patasana,58,210,963,1605,1262,3.93
9786051733418,Uyurgezer,77,263,1050,1502,1192,3.85
9789753314350,Görkemli Ölüm,335,1144,9885,25285,31718,4.27
9789753313742,Çıplak Ölüm-Bir Eve Dallas Polisiyesi,5507,8332,31959,60710,90824,4.13
9789944828062,Adsız Kahraman,225,616,2965,5640,5547,4.050
9786254141515,İyi Bir Kızın Cinayet Rehberi,8872,29194,164173,492845,674179,4.31
9786050949933,Her Çikolata Yenmez,0,5,25,43,25,3.90
9786050970760,Son Av,29,139,602,718,374,3.68
9786254497483,Gece Bülteni - Bir Komiser Haritos Polisiyesi 1,31,130,765,1179,443,3.74
9786254496493,Fleshmarket Geçidi - Bir Dedektif John Rebus Polisiyesi 15,157,411,2685,6294,4136,4.010
9786257077972,Ateş ve Kan,368,1422,6429,14975,18596,4.20
9786254489167,Sobe,8,22,91,216,263,4.17
9786050974812,Hayalet Adası,276,1255,5735,9084,5380,3.83
9786051736709,Ölümsüz Ölüm (Immortal in Death),0,0,0,0,1,1.00
9786051736723,Büyülü Ölüm,271,970,6826,16519,22270,4.27
9786051736716,Mutlu Ölüm,213,884,7518,18826,24403,4.28
9786254142321,Fotoğraftaki Yüz,1149,2358,10843,20038,16120,3.94
9786053754428,Trendeki Kız,66195,164284,628753,1164084,1038446,3.96
9786257359146,Yangın Gecesi,306,860,8011,27374,29277,4.28
9786258400533,Karanlık Saatler,418,909,6632,26379,37995,4.39
9786057649683,Gece Vardiyası,1100,2559,15556,39704,34526,4.11
9786050950076,Buz Gibi Soğuk,348,1150,8011,19419,20524,4.19
9786050965025,Rehine,899,1809,11374,27201,27754,4.15
9786050951073,Çırak,460,1527,11701,28431,25369,4.14
9786050949803,Sessiz Kız,334,1043,7257,17693,16568,4.14
9786256417540,Sona Kalan - Bir Rizzoli ve Isles Macerası,196,908,6039,14931,12953,4.13
9786052996157,Şike,49,188,447,249,95,3.15
9786254497575,Çıkış Müziği - Bir Dedektif John Rebus Polisiyesi 17,193,457,2737,7604,6425,4.13
9786254492839,Sherlock Holmes - Bütün Romanlar,0,0,2,13,30,4.62
9786254497544,Alan Savunması - Bir Komiser Haritos Polisiyesi 2,10,40,307,664,287,3.90
9786254497667,Büyük Ortak - Bir Komiser Haritos Polisiyesi 4,9,38,281,399,142,3.72
9786254497650,Che İntihar Etti - Bir Komiser Haritos Polisiyesi 3,7,59,323,538,235,3.80
9789750846342,Kukla,15,60,337,562,418,3.94
9789759915186,Kurtlar İmparatorluğu,50,261,1340,2034,1476,3.90
9786050937077,Yarasa,4139,12130,40612,42274,23039,3.56
9789759914349,Leyleklerin Uçuşu,52,225,954,2131,2057,4.090
9786050915037,Kaiken,62,285,999,1215,647,3.65
9786050952254,Günahkar,339,1229,10310,25198,22002,4.14
9786050977417,Cerrah,3050,6142,29136,61971,66876,4.10
9786050986167,Melek Koleksiyoncusu,216,748,4105,8291,5398,3.95
9786050986617,Yörünge,168,592,2965,6081,5943,4.080
9786050949698,Mefisto Kulübü,470,1734,10107,19225,16490,4.030
9786050953725,İkiz Bedenler,366,1170,9361,24916,23836,4.19
9786050946437,Hamamböcekleri,529,3437,19340,25862,11567,3.73
9786050953459,Kan Gölü,128,637,3838,6482,5246,3.98
9786050968101,Karanlığa Yolculuk (Gerçek Suç Öyküleri ve Başka Karanlık İşler),0,0,0,0,0,0.00
9786050950083,Ruh Koleksiyoncusu,306,1045,8253,19215,1656,0.00
9786254143021,Bitmeyen Gece,620,3051,20943,55484,32866,4.040
9786051735894,Ölüm Sanrısı,194,449,3322,9663,14685,4.35
9786254141416,Katiller Vakti - Yaralı Krallık 1,61,256,1171,2649,1602,3.95
9786051738154,Çifte Ölüm,98,378,3777,10720,15733,4.36
9789759914615,Kızıl Nehirler,60,275,1585,4223,4184,4.18
9789750845987,İstanbul Hatırası,62,238,1117,2439,2827,4.16
9786050950335,Hasat,155,668,4504,9825,10793,4.17
9786050949858,Kemik Bahçesi,286,1117,6251,12684,11318,4.060
9789759915193,Taş Meclisi,25,126,412,503,292,3.67
9786254497889,Buz Evi,236,595,2632,4267,2739,3.83
9786254497100,Ölüleri Anmak - Bir Dedektif John Rebus Polisiyesi 16,142,383,2300,5720,2809,4.030
9786254497643,Dördüncü Kurban - Çin Polisiyesi 2,0,0,0,4,0,4.00
9786254493935,Kundakçı - Çin Polisiyesi 1,95,364,1440,2641,1724,3.88
9789752127111,Billy Summers,1744,5153,24158,66047,72566,4.19
9786051112909,Koloni,43,181,870,1419,1089,3.92
9789752125001,Yabancı,4226,14144,65159,141751,109121,4.010
9786254143359,Siyah Nilüferler,290,1037,3445,6903,7132,4.040
9786050930115,Kardan Adam,2011,6091,26802,60360,48062,4.020
9786050960402,Susuzluk,388,1105,6172,18332,17401,4.18
9789759914332,Siyah Kan,53,188,806,1813,2118,4.16
9786050959109,Ölüler Diyarı,38,99,411,841,675,3.98
9786254493102,Sherlock Holmes - Bütün Hikayeler 2,0,0,0,1,2,4.67
9786052995327,Cellat,89,373,1789,3397,2477,3.96
9786052995020,Ejderha Katili-Dedektif Backstrom Serisi 2,77,196,558,595,267,3.46
9786052993767,Şeytanın Kızı,8,13,30,28,14,3.29
9786052995921,Ajan,1192,4050,12969,13757,5871,3.50
9786258400991,Korkuluk,356,1340,9590,22565,18695,4.10
9786050924046,Kurtarıcı,488,1218,7929,21543,15980,4.090
9786050912333,Nemesis,1092,2777,15820,34270,22951,3.98
9786050945423,Hayalet,475,1376,7814,21797,17557,4.11
9789759913687,Şeytan Yemini,51,131,596,1383,1348,4.10
